Title,parent_genre_str,metadata,poster,year,IMDB Score,Runtime,runtime_normalized,primary_language,Premiere
ladies first,documentary,movie title is ladies first. genre is documentary. language is english/hindi.,https://m.media-amazon.com/images/M/MV5BYjQxMDA3ZGMtZGFiNy00MzM1LWI1OTMtM2RhZDk4OWJkNGEwXkEyXkFqcGc@._V1_SX300.jpg,2018.0,7.2,39,0.17073170731707318,english,"March 8, 2018"
love per square foot,"comedy, romance","movie title is love per square foot. genre is comedy, romance. language is hindi.",https://m.media-amazon.com/images/M/MV5BNzc1NDdmYTctMzI5Mi00MjNmLTg4MzQtM2NiNjlkNjA3MWFiXkEyXkFqcGc@._V1_SX300.jpg,2018.0,7.2,133,0.6292682926829268,hindi,"February 14, 2018"
paddleton,"drama, comedy","movie title is paddleton. genre is drama, comedy. language is english.",https://m.media-amazon.com/images/M/MV5BY2I0ODk3NjgtMmEwYi00MzQxLThlMWUtZWViZmRjMTkwMjFlXkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.2,89,0.4146341463414634,english,"February 22, 2019"
private life,drama,movie title is private life. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BMDBlOWZmZDItYjNlZi00ZDk3LTgyZGQtYzJhNjJhZDk3MTcyXkEyXkFqcGc@._V1_SX300.jpg,2018.0,7.2,124,0.5853658536585366,english,"October 5, 2018"
seventeen,"drama, comedy","movie title is seventeen. genre is drama, comedy. language is spanish.",https://m.media-amazon.com/images/M/MV5BMjcwOTUwNDYtYzdjYS00NWE2LWJmNmEtN2U0YTBmODlkMTJiXkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.2,99,0.46341463414634143,spanish,"October 18, 2019"
the disciple,drama,movie title is the disciple. genre is drama. language is marathi.,https://m.media-amazon.com/images/M/MV5BOWMxMjQ4YTAtNWI1OS00MTIzLWJjNTItNGY1ZmNhYzlkMTdkXkEyXkFqcGc@._V1_SX300.jpg,2021.0,7.2,129,0.6097560975609756,marathi,"April 30, 2021"
the edge of democracy,documentary,movie title is the edge of democracy. genre is documentary. language is portuguese.,https://m.media-amazon.com/images/M/MV5BMzA1NWFiZGUtZjQ4Ni00NmE1LThjMzAtMjA0YzE1MzM2ODlmXkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.2,121,0.5707317073170731,portuguese,"June 19, 2019"
the king,drama,movie title is the king. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BOTFhZTY4YWUtMmJjMy00OTE0LTlmZjctMDg5MTk4N2ZjZWNjXkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.2,140,0.6634146341463415,english,"November 1, 2019"
the siege of jadotville,war,movie title is the siege of jadotville. genre is war. language is english.,https://m.media-amazon.com/images/M/MV5BNjJhZGY0NTUtOTI0Yi00NGY5LTk4ZWYtYmVmNGFiMTZiZTgwXkEyXkFqcGc@._V1_SX300.jpg,2016.0,7.2,108,0.5073170731707317,english,"October 7, 2016"
dolemite is my name,drama,movie title is dolemite is my name. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BOTYyNGU3MDctZWU1NS00N2Y5LWE2MDUtOWFlMmVmM2IzNDQ5XkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.3,118,0.5560975609756097,english,"October 25, 2019"
el camino: a breaking bad movie,drama,movie title is el camino: a breaking bad movie. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BMzBlNTdjZTctZTEzZi00MjY0LTgyNzMtNTk2ODI0Mjc3ZDQ5XkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.3,121,0.5707317073170731,english,"October 11, 2019"
extremis,documentary,movie title is extremis. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BMjM5OTc3NzMyOF5BMl5BanBnXkFtZTgwMzU1MDU5OTE@._V1_SX300.jpg,2016.0,7.3,24,0.09756097560975609,english,"September 13, 2016"
father soldier son,documentary,movie title is father soldier son. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BMzM3MDUxZDAtYTI0MC00OGJkLTg1M2UtZDFiNmIwOThmNzYwXkEyXkFqcGc@._V1_SX300.jpg,2020.0,7.3,100,0.46829268292682924,english,"July 17, 2020"
get me roger stone,documentary,movie title is get me roger stone. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BZjExNjAxOWQtYmU5ZS00OGM4LTg0ZWUtNTE1MjJiYjZiYmE0XkEyXkFqcGc@._V1_SX300.jpg,2017.0,7.3,101,0.47317073170731705,english,"May 12, 2017"
i'm no longer here,drama,movie title is i'm no longer here. genre is drama. language is spanish.,https://m.media-amazon.com/images/M/MV5BZTM3OWZjOTQtNTA0My00YTNkLWJhY2MtNWI5YzA1ZTE2Y2QxXkEyXkFqcGc@._V1_SX300.jpg,2020.0,7.3,105,0.4926829268292683,spanish,"May 27, 2020"
mucho mucho amor: the legend of walter mercado,documentary,movie title is mucho mucho amor: the legend of walter mercado. genre is documentary. language is spanish/english.,https://m.media-amazon.com/images/M/MV5BY2Q1NDlmNTItYzNjZC00NGFmLTgzNTUtNzE4NDUxNjQzOGIwXkEyXkFqcGc@._V1_SX300.jpg,2020.0,7.3,96,0.448780487804878,spanish,"July 8, 2020"
octonauts & the great barrier reef,animation,movie title is octonauts & the great barrier reef. genre is animation. language is english.,https://m.media-amazon.com/images/M/MV5BMmQ3Mjc5NmItN2VhMy00YTQzLWFhN2ItYjNjNjc3OGZjNDY1XkEyXkFqcGc@._V1_SX300.jpg,2020.0,7.3,47,0.20975609756097563,english,"October 13, 2020"
okja,"action, adventure","movie title is okja. genre is action, adventure. language is english/korean.",https://m.media-amazon.com/images/M/MV5BMjQxMTcxNDgxN15BMl5BanBnXkFtZTgwOTczNTIzMjI@._V1_SX300.jpg,2017.0,7.3,121,0.5707317073170731,english,"June 28, 2017"
raat akeli hai,thriller,movie title is raat akeli hai. genre is thriller. language is hindi.,https://m.media-amazon.com/images/M/MV5BOWE0ZWNmNDktM2JiYy00NWZlLTliYTktYWNkMjdmMzQ3NjBiXkEyXkFqcGc@._V1_SX300.jpg,2020.0,7.3,149,0.7073170731707317,hindi,"July 31, 2020"
remastered: massacre at the stadium,documentary,movie title is remastered: massacre at the stadium. genre is documentary. language is english/spanish.,https://m.media-amazon.com/images/M/MV5BMWU2M2M3ZjQtNmE5My00MTY4LTliMDItOWQwNDhjYjkzZmIwXkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.3,64,0.2926829268292683,english,"January 11, 2019"
remastered: the two killings of sam cooke,documentary,movie title is remastered: the two killings of sam cooke. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BZmZmNzI3MWEtYmFiNS00NjIzLWI2ZmYtZDBlNTY4NDNjMTM3XkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.3,64,0.2926829268292683,english,"February 8, 2019"
secrets of the saqqara tomb,documentary,movie title is secrets of the saqqara tomb. genre is documentary. language is english/arabic.,https://m.media-amazon.com/images/M/MV5BNzliODQ3ZjMtYjM3YS00Y2NmLWE3NjktMDlhMjk4OWFkZjVjXkEyXkFqcGc@._V1_SX300.jpg,2020.0,7.3,114,0.5365853658536586,english,"October 28, 2020"
sitara: let girls dream,animation,movie title is sitara: let girls dream. genre is animation. language is english.,https://m.media-amazon.com/images/M/MV5BZWEzZDE2NmItMTliZS00MDkzLTg3MjktODhhYjQ0YjQwZTc0XkEyXkFqcGc@._V1_SX300.jpg,2020.0,7.3,15,0.053658536585365846,english,"March 8, 2020"
sky ladder: the art of cai guo-qiang,documentary,movie title is sky ladder: the art of cai guo-qiang. genre is documentary. language is english/mandarin.,https://m.media-amazon.com/images/M/MV5BMTUwNjY1NzQzMF5BMl5BanBnXkFtZTgwMDE1ODIyMDI@._V1_SX300.jpg,2016.0,7.3,79,0.36585365853658536,english,"October 14, 2016"
team foxcatcher,documentary,movie title is team foxcatcher. genre is documentary. language is english/russian.,https://m.media-amazon.com/images/M/MV5BZjE1NzcyNjYtNjFjMi00NDYwLWFjOWItZTRhNDkxMDU0NTc0XkEyXkFqcGc@._V1_SX300.jpg,2016.0,7.3,90,0.4195121951219512,english,"April 29, 2016"
the ballad of buster scruggs,western,movie title is the ballad of buster scruggs. genre is western. language is english.,https://m.media-amazon.com/images/M/MV5BOTc0MzZjYTktYzBlZC00MmViLTgyNDYtNjljNTcxMzdjODRkXkEyXkFqcGc@._V1_SX300.jpg,2018.0,7.3,132,0.624390243902439,english,"November 16, 2018"
the fundamentals of caring,"drama, comedy","movie title is the fundamentals of caring. genre is drama, comedy. language is english.",https://m.media-amazon.com/images/M/MV5BMTA1Mjc4ODI0NzReQTJeQWpwZ15BbWU4MDQ3MzAwMjkx._V1_SX300.jpg,2016.0,7.3,97,0.4536585365853658,english,"June 24, 2016"
american factory,documentary,movie title is american factory. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BY2I1ZWJmNDUtMzc5OC00YzVmLTliZWItNTczZDQ0YTNiOTZjXkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.4,110,0.5170731707317073,english,"August 21, 2019"
fire in paradise,documentary,movie title is fire in paradise. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BY2JiNzc5ODAtNWRkZi00YzJiLWExYjUtMDljMjFlYzE1MGViXkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.4,39,0.17073170731707318,english,"November 1, 2019"
long shot,documentary,movie title is long shot. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BY2E2NDIwMGUtNmFkZC00NDFjLWI5ZWMtMTE1M2E2YTM1OWVlXkEyXkFqcGc@._V1_SX300.jpg,2017.0,7.4,40,0.175609756097561,english,"September 29, 2017"
miss americana,documentary,movie title is miss americana. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BYWY3ODNlZjEtZWU4Zi00YzBhLWE3YWMtMmMyMzZkZmYxOTMyXkEyXkFqcGc@._V1_SX300.jpg,2020.0,7.4,85,0.39512195121951216,english,"January 31, 2020"
period. end of sentence.,documentary,movie title is period. end of sentence.. genre is documentary. language is english/hindi.,https://m.media-amazon.com/images/M/MV5BOWEwZmI5MDQtODU4Ni00YTFkLTlmNzItOWFjYWU3MzRkN2IyXkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.4,26,0.1073170731707317,english,"February 12, 2019"
shawn mendes: live in concert,"musical, documentary","movie title is shawn mendes: live in concert. genre is musical, documentary. language is english.",https://m.media-amazon.com/images/M/MV5BZjQxMjY4MTctZGQ1OC00M2ZjLWIyN2QtMzk4ZTAzOTY2ZGU0XkEyXkFqcGc@._V1_SX300.jpg,2020.0,7.4,87,0.4048780487804878,english,"November 25, 2020"
shirkers,documentary,movie title is shirkers. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BMWFkOGUwNjktNjQxNS00YTQ5LWE2NGQtN2QzODNiMWIyNzU1XkEyXkFqcGc@._V1_SX300.jpg,2018.0,7.4,97,0.4536585365853658,english,"October 26, 2018"
the black godfather,documentary,movie title is the black godfather. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BNzdhOWNkMzEtYjRmYS00ZjdjLWE3MDctMzNjMmRmOGVkODJmXkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.4,118,0.5560975609756097,english,"June 7, 2019"
the irishman: in conversation,other,movie title is the irishman: in conversation. genre is other. language is english.,https://m.media-amazon.com/images/M/MV5BMjZlMDdiMGEtZDIzZC00NTFlLWFkODctZDg1YjkyODE1ZGYyXkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.4,23,0.09268292682926829,english,"November 27, 2019"
the speed cubers,documentary,movie title is the speed cubers. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BZWY4ZThlYTUtNjY0Mi00NmE5LTgwZTItM2ZiN2I4YzBiZGE1XkEyXkFqcGc@._V1_SX300.jpg,2020.0,7.4,40,0.175609756097561,english,"July 29, 2020"
they'll love me when i'm dead,documentary,movie title is they'll love me when i'm dead. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BMjEwNzExNzU2Ml5BMl5BanBnXkFtZTgwMjIyNDI0NjM@._V1_SX300.jpg,2018.0,7.4,98,0.4585365853658536,english,"November 2, 2018"
tig,documentary,movie title is tig. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BMTQ4MTQ5NDU2OV5BMl5BanBnXkFtZTgwMzY4NzExNjE@._V1_SX300.jpg,2015.0,7.4,80,0.37073170731707317,english,"July 17, 2015"
"barbra: the music, the mem'ries, the magic!","musical, documentary","movie title is barbra: the music, the mem'ries, the magic!. genre is musical, documentary. language is english.",https://m.media-amazon.com/images/M/MV5BOTA5ODQ2MDktZmU1OC00YmM5LTk2MjgtODQ4ZWUwN2ZiMmZmXkEyXkFqcGc@._V1_SX300.jpg,2017.0,7.5,108,0.5073170731707317,english,"November 22, 2017"
blackpink: light up the sky,documentary,movie title is blackpink: light up the sky. genre is documentary. language is korean.,https://m.media-amazon.com/images/M/MV5BNjNhOGUxYTAtZDFhNC00ZjVmLWEyNmEtOWMxZjdjMjMyMjlmXkEyXkFqcGc@._V1_SX300.jpg,2020.0,7.5,79,0.36585365853658536,korean,"October 14, 2020"
city of joy,documentary,movie title is city of joy. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BMDU5Nzc2YWMtNzY1Mi00NmUxLTlmZTMtN2NjZDY5MzU4ZWY4XkEyXkFqcGc@._V1_SX300.jpg,2018.0,7.5,74,0.3414634146341463,english,"September 7, 2018"
dick johnson is dead,documentary,movie title is dick johnson is dead. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BOTQyN2E1NDMtN2MyNy00YjI2LTliYTctZDU2OTA4YTQ1NTU5XkEyXkFqcGc@._V1_SX300.jpg,2020.0,7.5,90,0.4195121951219512,english,"October 2, 2020"
homecoming: a film by beyonce,documentary,movie title is homecoming: a film by beyonce. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BZDEzODFjZDUtYjFhMy00OTdiLThiMzctYzg5Yjc4ZTVkMmQ3XkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.5,137,0.6487804878048781,english,"April 17, 2019"
invader zim: enter the florpus,"scifi, animation","movie title is invader zim: enter the florpus. genre is scifi, animation. language is english.",https://m.media-amazon.com/images/M/MV5BNjRkZDY0MzgtZTg0NC00Yzc0LWI3MTAtZDQ5NDczMjFlMTEzXkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.5,71,0.3268292682926829,english,"August 16, 2019"
joan didion: the center will not hold,documentary,movie title is joan didion: the center will not hold. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BYWUzYmZmNDAtOGU2OC00YjkxLWIwN2ItNTI1YWEzNTE1MGJiXkEyXkFqcGc@._V1_SX300.jpg,2017.0,7.5,98,0.4585365853658536,english,October 27. 2017
john mulaney & the sack lunch bunch,other,movie title is john mulaney & the sack lunch bunch. genre is other. language is english.,https://m.media-amazon.com/images/M/MV5BYjBiMjMzOGEtZTEyYS00OWUwLTg2OWYtMWYzMTA1ZTg3ZTgxXkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.5,70,0.32195121951219513,english,"December 24, 2019"
reversing roe,documentary,movie title is reversing roe. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BOTg1NzE4NDcxMl5BMl5BanBnXkFtZTgwNzE2MzEzNjM@._V1_SX300.jpg,2018.0,7.5,99,0.46341463414634143,english,"September 13, 2018"
the white helmets,documentary,movie title is the white helmets. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BMjVlNzYxMmUtNzY0OS00OGQzLTk5ODctN2UyNTdmZTEwYTQ5XkEyXkFqcGc@._V1_SX300.jpg,2016.0,7.5,40,0.175609756097561,english,September 16. 2016
athlete a,documentary,movie title is athlete a. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BODg3MjFlOGMtMjI0Yi00ZWM1LTk4YzUtMzMwYzExMzE5YmMwXkEyXkFqcGc@._V1_SX300.jpg,2020.0,7.6,104,0.4878048780487805,english,"June 24, 2020"
ludo,comedy,movie title is ludo. genre is comedy. language is hindi.,https://m.media-amazon.com/images/M/MV5BYmI3ZDU2ODQtODBjYy00NDZiLTg4ZWEtMjAzZDI1OTY1OGY4XkEyXkFqcGc@._V1_SX300.jpg,2020.0,7.6,149,0.7073170731707317,hindi,"November 12, 2020"
quincy,documentary,movie title is quincy. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BZjFiYjM0OTctNzRlMy00ODcwLThiNWYtOTUwMjFlMWQxM2Q0XkEyXkFqcGc@._V1_SX300.jpg,2018.0,7.6,124,0.5853658536585366,english,"September 21, 2018"
tell me who i am,documentary,movie title is tell me who i am. genre is documentary. language is english.,"https://m.media-amazon.com/images/M/MV5BZmU5YWE0MDctMGRlMS00Y2IxLWI0ZTQtNmQ5ZDUxZGU0YzI2XkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg",2019.0,7.6,85,0.39512195121951216,english,"October 18, 2019"
the bleeding edge,documentary,movie title is the bleeding edge. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BZjcyZDE2MjMtNTM2MC00ODEyLThjOTktMzg0NTMwNjdhY2Y0XkEyXkFqcGc@._V1_SX300.jpg,2018.0,7.6,100,0.46829268292682924,english,"July 27, 2018"
the social dilemma,documentary,movie title is the social dilemma. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BNGQyY2E1M2EtZTkzNy00YjYyLWFjMGQtNTI1OGE4Yjc4MTZiXkEyXkFqcGc@._V1_SX300.jpg,2020.0,7.6,94,0.43902439024390244,english,"September 9, 2020"
the two popes,drama,movie title is the two popes. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BN2NlYjdkOGEtMGYyOC00MzM5LWE5MzYtYzUyZjE3NTM5NGIyXkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.6,125,0.5902439024390244,english,"December 20, 2019"
"what happened, miss simone?",documentary,"movie title is what happened, miss simone?. genre is documentary. language is english.",https://m.media-amazon.com/images/M/MV5BZGNmNTdiM2YtMDkyZC00OGFhLTgwNTktMDczODFjM2Y0MDVjXkEyXkFqcGc@._V1_SX300.jpg,2015.0,7.6,84,0.39024390243902435,english,"June 26, 2015"
yeh ballet,drama,movie title is yeh ballet. genre is drama. language is hindi.,https://m.media-amazon.com/images/M/MV5BMjk4YjcxMGItYzc1OC00ZWY3LThmZmUtNWM5MWY5NzliZjFkXkEyXkFqcGc@._V1_SX300.jpg,2020.0,7.6,117,0.5512195121951219,hindi,"February 21, 2020"
anima,musical,movie title is anima. genre is musical. language is english.,https://m.media-amazon.com/images/M/MV5BMTZmZmMzZDctZjk2Ny00YmMzLThhZWMtMTFmYTgzZWUxNWNlXkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.7,15,0.053658536585365846,english,"June 27, 2019"
beasts of no nation,"war, drama","movie title is beasts of no nation. genre is war, drama. language is english/akan.",https://m.media-amazon.com/images/M/MV5BMTYwMzMzMDI0NF5BMl5BanBnXkFtZTgwNDQ3NjI3NjE@._V1_SX300.jpg,2015.0,7.7,136,0.6439024390243903,english,"October 16, 2015"
brene brown: the call to courage,documentary,movie title is brene brown: the call to courage. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BOTg5Y2YzMmYtMDZkZi00NTI4LTkzZWMtMzA0YzM4NzRkZmMwXkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.7,76,0.35121951219512193,english,"April 19, 2019"
justin timberlake + the tennessee kids,"musical, documentary","movie title is justin timberlake + the tennessee kids. genre is musical, documentary. language is english.",https://m.media-amazon.com/images/M/MV5BOGQyNzRkNWItOWRmOS00YTk0LWIyYWYtZDcxMGIyMmQwNTU0XkEyXkFqcGc@._V1_SX300.jpg,2016.0,7.7,90,0.4195121951219512,english,"October 12, 2016"
road to roma,documentary,movie title is road to roma. genre is documentary. language is spanish.,https://m.media-amazon.com/images/M/MV5BZmNkZTMwMGYtZTcyOC00YjM1LThlNWUtZGZjYjhjYTc3NTdiXkEyXkFqcGc@._V1_SX300.jpg,2020.0,7.7,72,0.3317073170731707,spanish,"February 11, 2020"
roma,drama,movie title is roma. genre is drama. language is spanish.,https://m.media-amazon.com/images/M/MV5BMTU0OTc3ODk4Ml5BMl5BanBnXkFtZTgwMzM4NzI5NjM@._V1_SX300.jpg,2018.0,7.7,135,0.6390243902439025,spanish,"December 14, 2018"
if anything happens i love you,animation,movie title is if anything happens i love you. genre is animation. language is english.,https://m.media-amazon.com/images/M/MV5BNDhjZTRmYjUtNDI1NS00Y2NiLTgxYTQtMzk2NDE1ZGIxZmFkXkEyXkFqcGc@._V1_SX300.jpg,2020.0,7.8,12,0.03902439024390243,english,"November 20, 2020"
the irishman,drama,movie title is the irishman. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BMTY2YThkNmQtOWJhYy00ZDc3LWEzOGEtMmQwNzM0YjFmZWIyXkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.8,209,1.0,english,"November 27, 2019"
the trial of the chicago 7,drama,movie title is the trial of the chicago 7. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BZjY2ZGFlOTgtOGQ1MS00YWJhLWIyZjQtNWNmNTQ0YTk0MTZjXkEyXkFqcGc@._V1_SX300.jpg,2020.0,7.8,130,0.6146341463414634,english,"October 16, 2020"
a secret love,documentary,movie title is a secret love. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BY2Q3ZWU2N2YtMThkZi00YWJmLTg5MzUtN2IxZDg0OGU5MDI3XkEyXkFqcGc@._V1_SX300.jpg,2020.0,7.9,82,0.3804878048780488,english,"April 29, 2020"
icarus,documentary,movie title is icarus. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BNGE4M2MxOWUtYmY2ZC00ZWYxLWIxZTAtNTNjYTZmYmUyOGY2XkEyXkFqcGc@._V1_SX300.jpg,2017.0,7.9,120,0.5658536585365853,english,"August 4, 2017"
marriage story,drama,movie title is marriage story. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BNmE0OWJlM2MtNzhmMi00YmQyLTlmY2EtZmUzNzBiNGRlN2JkXkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.9,136,0.6439024390243903,english,"December 6, 2019"
the ivory game,documentary,movie title is the ivory game. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BNTY4OTQ3NDIwMF5BMl5BanBnXkFtZTgwOTk4MzkzMDI@._V1_SX300.jpg,2016.0,7.9,112,0.526829268292683,english,"November 4, 2016"
chasing coral,documentary,movie title is chasing coral. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BNjNjZDdlMGQtYTUxZi00OWZmLWJkYzItM2ZkOWM0Y2ZhZDQxXkEyXkFqcGc@._V1_SX300.jpg,2017.0,8.1,89,0.4146341463414634,english,"July 14, 2017"
my octopus teacher,documentary,movie title is my octopus teacher. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BYWU5OGMxYjktMWY5Ny00NDJhLTgwMDktNjVmMTExZGIyODljXkEyXkFqcGc@._V1_SX300.jpg,2020.0,8.1,85,0.39512195121951216,english,"September 7, 2020"
rising phoenix,documentary,movie title is rising phoenix. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BZmRhMWJlNTUtYWJlMS00NTc3LWE0NjktZjFjZjM5NDNhYTBjXkEyXkFqcGc@._V1_SX300.jpg,2020.0,8.1,106,0.4975609756097561,english,"August 26, 2020"
13th,documentary,movie title is 13th. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BMjAwMjU5NTAzOF5BMl5BanBnXkFtZTgwMjQwODQxMDI@._V1_SX300.jpg,2016.0,8.2,100,0.46829268292682924,english,"October 7, 2016"
klaus,"family, comedy, animation, adventure","movie title is klaus. genre is family, comedy, animation, adventure. language is english.",https://m.media-amazon.com/images/M/MV5BZDA4ODhlMzctNGRmYi00NmViLTkxZGYtZjRkNGQ5YzYwYWVlXkEyXkFqcGc@._V1_SX300.jpg,2019.0,8.2,97,0.4536585365853658,english,"November 15, 2019"
seaspiracy,documentary,movie title is seaspiracy. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BOWUzZDNjZTEtZDM1Mi00ODVkLWI4Y2UtYjAwZGVlM2YwNTg4XkEyXkFqcGc@._V1_SX300.jpg,2021.0,8.2,89,0.4146341463414634,english,"March 24, 2021"
the three deaths of marisela escobedo,documentary,movie title is the three deaths of marisela escobedo. genre is documentary. language is spanish.,https://m.media-amazon.com/images/M/MV5BMGYwNjAzY2UtZDg2NS00ODNlLWFmNTAtMWIxYzMyOTdiNmFhXkEyXkFqcGc@._V1_SX300.jpg,2020.0,8.2,109,0.5121951219512195,spanish,"October 14, 2020"
cuba and the cameraman,documentary,movie title is cuba and the cameraman. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BNTY0YzQyNmUtZjNhMS00ZThjLThjZDktZmUyYTE5OTU3NjhlXkEyXkFqcGc@._V1_SX300.jpg,2017.0,8.3,114,0.5365853658536586,english,"November 24, 2017"
dancing with the birds,documentary,movie title is dancing with the birds. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BNTUyYzc0ZTAtOTgwYS00YWM0LWFlMDctZGM4YTJkMTI2NTYyXkEyXkFqcGc@._V1_SX300.jpg,2019.0,8.3,51,0.22926829268292684,english,"October 23, 2019"
ben platt: live from radio city music hall,"musical, documentary","movie title is ben platt: live from radio city music hall. genre is musical, documentary. language is english.",https://m.media-amazon.com/images/M/MV5BOGZjN2ZiNDMtYTEyYi00ZDdiLWEyNDUtYjQ4ZTVkMGU3ZDA4XkEyXkFqcGc@._V1_SX300.jpg,2020.0,8.4,85,0.39512195121951216,english,"May 20, 2020"
taylor swift: reputation stadium tour,"musical, documentary","movie title is taylor swift: reputation stadium tour. genre is musical, documentary. language is english.",https://m.media-amazon.com/images/M/MV5BOGUxZDQxNzItYzhmYy00MTkzLTkxOTItZGE3NzAyMTEzOTkzXkEyXkFqcGc@._V1_SX300.jpg,2018.0,8.4,125,0.5902439024390244,english,"December 31, 2018"
winter on fire: ukraine's fight for freedom,documentary,movie title is winter on fire: ukraine's fight for freedom. genre is documentary. language is english/ukranian/russian.,https://m.media-amazon.com/images/M/MV5BNTY4MDgwOTI3M15BMl5BanBnXkFtZTgwNjYxMjU3NjE@._V1_SX300.jpg,2015.0,8.4,91,0.424390243902439,english,"October 9, 2015"
springsteen on broadway,other,movie title is springsteen on broadway. genre is other. language is english.,https://m.media-amazon.com/images/M/MV5BMTAyMjY3MjkyNzZeQTJeQWpwZ15BbWU4MDY4MjUzODYz._V1_SX300.jpg,2018.0,8.5,153,0.7268292682926829,english,"December 16, 2018"
emicida: amarelo - it's all for yesterday,documentary,movie title is emicida: amarelo - it's all for yesterday. genre is documentary. language is portuguese.,https://m.media-amazon.com/images/M/MV5BNjJlYjA0YmItNDgwYy00ZTQ0LTg5MWQtNzA0NGM4ZTAzMGQ5XkEyXkFqcGc@._V1_SX300.jpg,2020.0,8.6,89,0.4146341463414634,portuguese,"December 8, 2020"
david attenborough: a life on our planet,documentary,movie title is david attenborough: a life on our planet. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BOGU4YzhhMTAtNjg1MC00NzY2LTg0NGQtOWJmNGQwNzgyOGE0XkEyXkFqcGc@._V1_SX300.jpg,2020.0,9.0,83,0.3853658536585366,english,"October 4, 2020"
